chr	start	end	bin	01_CN	01_CT	02_CN	02_CT	02_LN	02_LT	03_CN	03_CT	03_LT	03_NT	04_CN	04_CT	04_LT	05_CN	05_CT	05_LT	06_CT	07_CT	10_CN	10_CT	14_CN	14_CT	14_LT
4	151055001	151095000	21042	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4	152060001	152100000	21067	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4	152625001	152665000	21081	0	1	0	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1
4	153375001	153415000	21100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4	153820001	153860000	21111	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
4	154255001	154295000	21122	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4	154825001	154865000	21136	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4	155300001	155340000	21148	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
4	155700001	155740000	21158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
4	156390001	156430000	21176	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4	156880001	156920000	21188	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
4	158180001	158220000	21220	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1
4	159060001	159100000	21242	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1
4	159435001	159475000	21252	0	1	0	0	0	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1
4	160490001	160530000	21278	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4	161280001	161320000	21297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	161660001	161700000	21307	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4	162060001	162100000	21317	0	1	0	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	0	1	1	1	1
4	162410001	162450000	21326	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0
4	162950001	162990000	21339	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0
4	163400001	163440000	21351	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
4	163940001	163980000	21364	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1
4	164660001	164700000	21382	0	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1
4	165020001	165060000	21391	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
4	165940001	165980000	21414	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4	166510001	166550000	21428	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4	167050001	167090000	21442	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0
4	167605001	167645000	21456	0	1	0	1	1	0	0	1	0	0	0	1	1	0	1	0	0	1	1	1	0	1	1
4	167910001	167950000	21463	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0
4	168400001	168440000	21475	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4	168760001	168800000	21484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	169100001	169140000	21493	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4	169855001	169895000	21512	0	1	0	0	0	1	0	1	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1
4	170850001	170890000	21537	1	1	0	1	0	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1
4	171400001	171440000	21551	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	1
4	171860001	171900000	21562	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	1
4	172200001	172240000	21570	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
4	172690001	172730000	21583	0	1	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1
4	173330001	173370000	21599	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	1
4	173860001	173900000	21612	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4	174345001	174385000	21625	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
4	175240001	175280000	21647	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4	175700001	175740000	21658	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1
4	176762501	176802500	21685	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
4	177340001	177380000	21699	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1
4	177650001	177690000	21707	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
4	178160001	178200000	21720	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4	178775001	178815000	21735	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	0	1	0	1	1	0	1
4	179420001	179460000	21751	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0
4	179720001	179760000	21758	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
4	180270001	180310000	21772	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	1	1	1
4	180700001	180740000	21783	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0
4	180980001	181020000	21790	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1
4	181630001	181670000	21807	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4	181930001	181970000	21814	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0
4	182570001	182610000	21830	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
4	183080001	183120000	21842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	183540001	183580000	21854	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1
4	183890001	183930000	21863	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0
4	184580001	184620000	21880	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4	185080001	185120000	21893	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1
4	185730001	185770000	21909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
4	186185001	186225000	21920	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1
4	186550001	186590000	21929	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1
4	187345001	187385000	21949	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
4	187835001	187875000	21961	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0	1	1	0	0	1	1
4	188500001	188540000	21978	0	1	1	1	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1
4	189740001	189780000	22009	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	1
5	1895001	1935000	22092	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0
5	2170001	2210000	22099	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0
5	2920001	2960000	22117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
5	3475001	3515000	22131	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	1	1
5	3880001	3920000	22141	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
5	4400001	4440000	22154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5	4915001	4955000	22168	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	5440001	5480000	22181	0	1	0	0	0	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	0	1	1
5	6300001	6340000	22202	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1
5	6820001	6860000	22215	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	7950001	7990000	22243	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	8650001	8690000	22261	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1
5	9370001	9410000	22279	0	1	0	0	0	1	0	1	1	0	0	1	1	1	1	0	0	1	0	0	0	1	0
5	10175001	10215000	22299	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
5	10470001	10510000	22306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
5	10730001	10770000	22313	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0
5	11340001	11380000	22328	0	0	0	1	1	0	0	1	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1
5	11710001	11750000	22337	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1
5	12080001	12120000	22347	0	1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1
5	12440001	12480000	22355	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
5	13140001	13180000	22373	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
5	13930001	13970000	22393	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	14350001	14390000	22403	0	0	1	0	0	1	0	1	1	0	1	0	0	1	1	0	1	1	1	1	1	1	0
5	14790001	14830000	22414	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
5	15170001	15210000	22424	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	16280001	16320000	22452	0	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1
5	16645001	16685000	22461	1	0	1	1	1	0	1	0	0	1	1	0	1	0	0	0	0	1	0	1	1	0	0
5	17180001	17220000	22474	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	17540001	17580000	22483	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1
5	18350001	18390000	22503	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	18700001	18740000	22512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
5	19240001	19280000	22526	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0
5	19700001	19740000	22537	0	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1
5	19980001	20020000	22544	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
5	20270001	20310000	22551	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
5	20745001	20785000	22563	0	0	1	1	0	1	0	0	0	0	1	1	1	1	1	0	1	0	1	1	0	1	1
5	21120001	21160000	22572	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
5	21705001	21745000	22587	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	22060001	22100000	22596	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
5	22380001	22420000	22604	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
5	22760001	22800000	22613	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
5	23285001	23325000	22627	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1
5	23905001	23945000	22642	0	1	0	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0
5	24285001	24325000	22652	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	1
5	24580001	24620000	22659	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0
5	24870001	24910000	22666	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0
5	25470001	25510000	22681	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0
5	26010001	26050000	22695	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1
5	26585001	26625000	22709	0	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1
5	26965001	27005000	22719	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1
5	27450001	27490000	22731	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1
5	28370001	28410000	22754	0	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1	1	1	1	1	1
5	28780001	28820000	22764	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1
5	29080001	29120000	22771	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	29590001	29630000	22784	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
5	30020001	30060000	22795	0	1	0	1	0	1	0	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1
5	30390001	30430000	22804	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1
5	30690001	30730000	22812	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
5	31420001	31460000	22830	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	32090001	32130000	22847	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	32680001	32720000	22862	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	33485001	33525000	22882	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	34050001	34090000	22896	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	34445001	34485000	22906	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	35020001	35060000	22920	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	35720001	35760000	22937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
5	36090001	36130000	22947	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	36630001	36670000	22960	1	1	1	0	0	0	1	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1
5	36940001	36980000	22968	0	1	0	1	1	1	0	1	1	0	0	0	1	0	1	0	1	1	0	0	1	0	0
5	37500001	37540000	22982	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
5	37800001	37840000	22990	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1
5	38370001	38410000	23004	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	39060001	39100000	23021	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	39545001	39585000	23033	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0
5	40940001	40980000	23068	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	41640001	41680000	23086	0	1	0	1	0	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	1
5	42100001	42140000	23097	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1
5	42400001	42440000	23104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5	43015001	43055000	23120	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	43700001	43740000	23137	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	44480001	44520000	23157	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1
5	44850001	44890000	23166	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1
5	45140001	45180000	23173	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	45880001	45920000	23191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
5	46420001	46460000	23205	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	49530001	49570000	23283	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1
5	50160001	50200000	23299	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
5	50650001	50690000	23311	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
5	51480001	51520000	23331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5	52085001	52125000	23347	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	52420001	52460000	23355	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	53700001	53740000	23387	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	54450001	54490000	23406	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	55130001	55170000	23423	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	55500001	55540000	23432	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1
5	56260001	56300000	23451	0	1	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1
5	56650001	56690000	23461	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	57940001	57980000	23493	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
5	58220001	58260000	23500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
5	58700001	58740000	23512	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1
5	59125001	59165000	23523	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	60095001	60135000	23547	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	61580001	61620000	23584	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
5	61880001	61920000	23591	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1
5	62300001	62340000	23602	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	62660001	62700000	23611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
5	63410001	63450000	23630	0	1	1	1	0	1	0	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1
5	63805001	63845000	23640	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
5	64930001	64970000	23668	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	65570001	65610000	23684	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	66360001	66400000	23704	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	67660001	67700000	23736	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1
5	68330001	68370000	23753	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	68760001	68800000	23764	0	1	1	0	1	1	0	1	1	0	1	0	1	1	1	0	0	1	1	1	0	1	1
5	69170001	69210000	23774	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0
5	69700001	69740000	23787	1	0	0	0	1	0	1	1	1	1	1	0	1	0	0	0	1	1	0	1	0	1	1
5	70000001	70040000	23794	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
5	70640001	70680000	23811	0	1	1	1	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1
5	70975001	71015000	23819	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	1	1	1	0	0	0
5	71630001	71670000	23835	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
5	72410001	72450000	23855	0	1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
5	73025001	73065000	23871	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	74180001	74220000	23899	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	74580001	74620000	23909	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	1	1
5	75070001	75110000	23921	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
5	75740001	75780000	23938	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	76300001	76340000	23952	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
5	76755001	76795000	23964	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1
5	77640001	77680000	23986	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
5	78380001	78420000	24004	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
5	78765001	78805000	24014	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	79285001	79325000	24027	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	79975001	80015000	24044	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	80620001	80660000	24060	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	81650001	81690000	24086	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	83010001	83050000	24120	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	84240001	84280000	24151	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1
5	84655001	84695000	24161	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	1	0	1	1
5	85915001	85955000	24193	1	0	1	1	1	0	1	0	0	1	0	1	1	0	0	1	0	0	0	1	1	0	1
5	86260001	86300000	24201	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	1	1
5	86935001	86975000	24218	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	87380001	87420000	24229	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5	88060001	88100000	24246	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	89860001	89900000	24291	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
5	90140001	90180000	24298	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0
5	90890001	90930000	24317	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	91500001	91540000	24332	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
5	92202501	92242500	24350	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	1	0	1	0	0
5	92765001	92805000	24364	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	0	0	0	1
5	93300001	93340000	24377	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1
5	93800001	93840000	24389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5	94360001	94400000	24404	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
5	94830001	94870000	24415	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	96190001	96230000	24449	0	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1
5	96610001	96650000	24460	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	98437501	98477500	24506	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	99695001	99735000	24537	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	101150001	101190000	24573	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1
5	101545001	101585000	24583	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0
5	101810001	101850000	24590	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1
5	102690001	102730000	24612	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0	1	1	1
5	103050001	103090000	24621	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1
5	103655001	103695000	24636	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	1	1	0	0	1	1
5	104440001	104480000	24655	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
5	104960001	105000000	24669	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1
5	105380001	105420000	24679	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	1	1	0	1
5	105850001	105890000	24691	1	1	1	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	1	1
